Human Gene Symbol	Term	Group1	Group2	Null Value	Estimate	Lower Confidence Interval	Upper Confidence Interval	Adjusted P Value	Significance
PHLDA1	Tissue	BRN_HIPP	BRN_PUT	0	-1.3229	-5.4022	2.7564	0.9960	ns
PHLDA1	Tissue	BRN_HIPP	BRN_SN	0	2.4275	-2.1530	7.0081	0.8510	ns
PHLDA1	Tissue	BRN_HIPP	BRN_SPC	0	-0.1676	-4.2185	3.8832	1.0000	ns
PHLDA1	Tissue	BRN_HYP	BRN_NAC	0	-1.9474	-5.7004	1.8056	0.8680	ns
PHLDA1	Tissue	BRN_HYP	BRN_PTRY	0	2.3155	-1.2993	5.9303	0.6240	ns
PHLDA1	Tissue	BRN_HYP	BRN_PUT	0	-5.0315	-9.0048	-1.0582	0.0022	**
PHLDA1	Tissue	BRN_HYP	BRN_SN	0	-1.2811	-5.7675	3.2054	0.9990	ns
PHLDA1	Tissue	BRN_HYP	BRN_SPC	0	-3.8762	-7.8203	0.0679	0.0593	ns
PHLDA1	Tissue	BRN_NAC	BRN_PTRY	0	4.2629	0.7674	7.7584	0.0040	**
PHLDA1	Tissue	BRN_NAC	BRN_PUT	0	-3.0841	-6.9492	0.7810	0.2730	ns
PHLDA1	Tissue	BRN_NAC	BRN_SN	0	0.6663	-3.7245	5.0572	1.0000	ns
PHLDA1	Tissue	BRN_NAC	BRN_SPC	0	-1.9288	-5.7639	1.9062	0.8910	ns
PHLDA1	Tissue	BRN_PTRY	BRN_PUT	0	-7.3470	-11.0780	-3.6160	0.0000	****
PHLDA1	Tissue	BRN_PTRY	BRN_SN	0	-3.5966	-7.8699	0.6768	0.2000	ns
PHLDA1	Tissue	BRN_PTRY	BRN_SPC	0	-6.1917	-9.8916	-2.4918	0.0000	****
PHLDA1	Tissue	BRN_PUT	BRN_SN	0	3.7504	-0.8302	8.3310	0.2360	ns
PHLDA1	Tissue	BRN_PUT	BRN_SPC	0	1.1553	-2.8956	5.2061	0.9990	ns
PHLDA1	Tissue	BRN_SN	BRN_SPC	0	-2.5951	-7.1504	1.9601	0.7800	ns
PITPNM3	Tissue	BRN_ACC	BRN_AMY	0	-5.5026	-14.8463	3.8412	0.7400	ns
PITPNM3	Tissue	BRN_ACC	BRN_CAU	0	-16.5468	-25.1630	-7.9305	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_CB_a	0	34.6762	25.9154	43.4370	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_CTX_a	0	2.5245	-6.1378	11.1869	0.9980	ns
PITPNM3	Tissue	BRN_ACC	BRN_HIPP	0	-24.6012	-33.5886	-15.6139	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_HYP	0	-22.3626	-31.1234	-13.6018	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_NAC	0	-3.9491	-12.4788	4.5805	0.9360	ns
PITPNM3	Tissue	BRN_ACC	BRN_PTRY	0	-30.0377	-38.2814	-21.7941	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_PUT	0	-22.7997	-31.7870	-13.8123	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_SN	0	-29.8255	-39.8866	-19.7645	0.0000	****
PITPNM3	Tissue	BRN_ACC	BRN_SPC	0	-30.1535	-39.0801	-21.2269	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_CAU	0	-11.0442	-19.8984	-2.1900	0.0028	**
PITPNM3	Tissue	BRN_AMY	BRN_CB_a	0	40.1788	31.1838	49.1738	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_CTX_a	0	8.0271	-0.8720	16.9262	0.1240	ns
PITPNM3	Tissue	BRN_AMY	BRN_HIPP	0	-19.0986	-28.3144	-9.8829	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_HYP	0	-16.8600	-25.8550	-7.8650	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_NAC	0	1.5535	-7.2165	10.3234	1.0000	ns
PITPNM3	Tissue	BRN_AMY	BRN_PTRY	0	-24.5351	-33.0272	-16.0431	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_PUT	0	-17.2971	-26.5128	-8.0813	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_SN	0	-24.3230	-34.5885	-14.0574	0.0000	****
PITPNM3	Tissue	BRN_AMY	BRN_SPC	0	-24.6509	-33.8074	-15.4944	0.0000	****
PITPNM3	Tissue	BRN_CAU	BRN_CB_a	0	51.2230	42.9863	59.4597	0.0000	****
PITPNM3	Tissue	BRN_CAU	BRN_CTX_a	0	19.0713	10.9394	27.2032	0.0000	****
PITPNM3	Tissue	BRN_CAU	BRN_HIPP	0	-8.0545	-16.5317	0.4228	0.0808	ns
PITPNM3	Tissue	BRN_CAU	BRN_HYP	0	-5.8158	-14.0526	2.4209	0.4670	ns
PITPNM3	Tissue	BRN_CAU	BRN_NAC	0	12.5976	4.6073	20.5880	0.0000	****
PITPNM3	Tissue	BRN_CAU	BRN_PTRY	0	-13.4910	-21.1753	-5.8066	0.0000	****
PITPNM3	Tissue	BRN_CAU	BRN_PUT	0	-6.2529	-14.7301	2.2244	0.3950	ns
PITPNM3	Tissue	BRN_CAU	BRN_SN	0	-13.2788	-22.8869	-3.6707	0.0004	***
PITPNM3	Tissue	BRN_CAU	BRN_SPC	0	-13.6067	-22.0195	-5.1939	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_CTX_a	0	-32.1517	-40.4366	-23.8667	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_HIPP	0	-59.2774	-67.9016	-50.6532	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_HYP	0	-57.0388	-65.4267	-48.6509	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_NAC	0	-38.6253	-46.7714	-30.4793	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_PTRY	0	-64.7139	-72.5600	-56.8678	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_PUT	0	-57.4759	-66.1000	-48.8517	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_SN	0	-64.5018	-74.2397	-54.7638	0.0000	****
PITPNM3	Tissue	BRN_CB_a	BRN_SPC	0	-64.8297	-73.3905	-56.2689	0.0000	****
PITPNM3	Tissue	BRN_CTX_a	BRN_HIPP	0	-27.1258	-35.6499	-18.6016	0.0000	****
PITPNM3	Tissue	BRN_CTX_a	BRN_HYP	0	-24.8871	-33.1721	-16.6022	0.0000	****
PITPNM3	Tissue	BRN_CTX_a	BRN_NAC	0	-6.4737	-14.5137	1.5664	0.2600	ns
PITPNM3	Tissue	BRN_CTX_a	BRN_PTRY	0	-32.5623	-40.2983	-24.8263	0.0000	****
PITPNM3	Tissue	BRN_CTX_a	BRN_PUT	0	-25.3242	-33.8483	-16.8001	0.0000	****
PITPNM3	Tissue	BRN_CTX_a	BRN_SN	0	-32.3501	-41.9995	-22.7006	0.0000	****
PITPNM3	Tissue	BRN_CTX_a	BRN_SPC	0	-32.6780	-41.1380	-24.2180	0.0000	****
PITPNM3	Tissue	BRN_HIPP	BRN_HYP	0	2.2386	-6.3856	10.8628	0.9990	ns
PITPNM3	Tissue	BRN_HIPP	BRN_NAC	0	20.6521	12.2629	29.0413	0.0000	****
PITPNM3	Tissue	BRN_HIPP	BRN_PTRY	0	-5.4365	-13.5348	2.6618	0.5500	ns
PITPNM3	Tissue	BRN_HIPP	BRN_PUT	0	1.8016	-7.0526	10.6558	1.0000	ns
PITPNM3	Tissue	BRN_HIPP	BRN_SN	0	-5.2243	-15.1666	4.7179	0.8580	ns
PITPNM3	Tissue	BRN_HIPP	BRN_SPC	0	-5.5523	-14.3448	3.2402	0.6450	ns
PITPNM3	Tissue	BRN_HYP	BRN_NAC	0	18.4135	10.2674	26.5596	0.0000	****
PITPNM3	Tissue	BRN_HYP	BRN_PTRY	0	-7.6751	-15.5212	0.1710	0.0619	ns
PITPNM3	Tissue	BRN_HYP	BRN_PUT	0	-0.4370	-9.0612	8.1871	1.0000	ns
PITPNM3	Tissue	BRN_HYP	BRN_SN	0	-7.4629	-17.2009	2.2750	0.3340	ns
PITPNM3	Tissue	BRN_HYP	BRN_SPC	0	-7.7909	-16.3517	0.7699	0.1160	ns
PITPNM3	Tissue	BRN_NAC	BRN_PTRY	0	-26.0886	-33.6757	-18.5015	0.0000	****
PITPNM3	Tissue	BRN_NAC	BRN_PUT	0	-18.8505	-27.2397	-10.4613	0.0000	****
PITPNM3	Tissue	BRN_NAC	BRN_SN	0	-25.8764	-35.4069	-16.3459	0.0000	****
PITPNM3	Tissue	BRN_NAC	BRN_SPC	0	-26.2044	-34.5284	-17.8803	0.0000	****
PITPNM3	Tissue	BRN_PTRY	BRN_PUT	0	7.2381	-0.8602	15.3363	0.1330	ns
PITPNM3	Tissue	BRN_PTRY	BRN_SN	0	0.2122	-9.0632	9.4876	1.0000	ns
PITPNM3	Tissue	BRN_PTRY	BRN_SPC	0	-0.1158	-8.1465	7.9150	1.0000	ns
PITPNM3	Tissue	BRN_PUT	BRN_SN	0	-7.0259	-16.9681	2.9164	0.4660	ns
PITPNM3	Tissue	BRN_PUT	BRN_SPC	0	-7.3538	-16.1463	1.4387	0.2080	ns
PITPNM3	Tissue	BRN_SN	BRN_SPC	0	-0.3279	-10.2153	9.5594	1.0000	ns
RGS5	Tissue	BRN_ACC	BRN_AMY	0	-15.6391	-36.6665	5.3883	0.3820	ns
RGS5	Tissue	BRN_ACC	BRN_CAU	0	11.6012	-7.7890	30.9914	0.7200	ns
RGS5	Tissue	BRN_ACC	BRN_CB_a	0	-35.4783	-55.1939	-15.7627	0.0000	****
RGS5	Tissue	BRN_ACC	BRN_CTX_a	0	13.3965	-6.0974	32.8905	0.5120	ns
RGS5	Tissue	BRN_ACC	BRN_HIPP	0	0.4204	-19.8050	20.6457	1.0000	ns
RGS5	Tissue	BRN_ACC	BRN_HYP	0	-6.9316	-26.6472	12.7839	0.9920	ns
RGS5	Tissue	BRN_ACC	BRN_NAC	0	-17.7024	-36.8977	1.4929	0.1040	ns
RGS5	Tissue	BRN_ACC	BRN_PTRY	0	7.7060	-10.8457	26.2577	0.9700	ns
RGS5	Tissue	BRN_ACC	BRN_PUT	0	17.8359	-2.3894	38.0613	0.1460	ns
RGS5	Tissue	BRN_ACC	BRN_SN	0	33.0465	10.4050	55.6880	0.0001	***
RGS5	Tissue	BRN_ACC	BRN_SPC	0	-7.6885	-27.7771	12.4000	0.9840	ns
RGS5	Tissue	BRN_AMY	BRN_CAU	0	27.2403	7.3146	47.1660	0.0005	***
RGS5	Tissue	BRN_AMY	BRN_CB_a	0	-19.8392	-40.0817	0.4033	0.0608	ns
RGS5	Tissue	BRN_AMY	BRN_CTX_a	0	29.0357	9.0090	49.0624	0.0001	***
RGS5	Tissue	BRN_AMY	BRN_HIPP	0	16.0595	-4.6799	36.7988	0.3180	ns
RGS5	Tissue	BRN_AMY	BRN_HYP	0	8.7075	-11.5350	28.9500	0.9620	ns
RGS5	Tissue	BRN_AMY	BRN_NAC	0	-2.0633	-21.7994	17.6728	1.0000	ns
RGS5	Tissue	BRN_AMY	BRN_PTRY	0	23.3451	4.2344	42.4558	0.0039	**
RGS5	Tissue	BRN_AMY	BRN_PUT	0	33.4750	12.7357	54.2144	0.0000	****
RGS5	Tissue	BRN_AMY	BRN_SN	0	48.6856	25.5838	71.7874	0.0000	****
RGS5	Tissue	BRN_AMY	BRN_SPC	0	7.9506	-12.6554	28.5565	0.9830	ns
RGS5	Tissue	BRN_CAU	BRN_CB_a	0	-47.0795	-65.6156	-28.5434	0.0000	****
RGS5	Tissue	BRN_CAU	BRN_CTX_a	0	1.7954	-16.5048	20.0955	1.0000	ns
RGS5	Tissue	BRN_CAU	BRN_HIPP	0	-11.1808	-30.2582	7.8966	0.7460	ns
RGS5	Tissue	BRN_CAU	BRN_HYP	0	-18.5328	-37.0689	0.0033	0.0501	ns
RGS5	Tissue	BRN_CAU	BRN_NAC	0	-29.3036	-47.2853	-11.3219	0.0000	****
RGS5	Tissue	BRN_CAU	BRN_PTRY	0	-3.8952	-21.1882	13.3978	1.0000	ns
RGS5	Tissue	BRN_CAU	BRN_PUT	0	6.2347	-12.8427	25.3121	0.9960	ns
RGS5	Tissue	BRN_CAU	BRN_SN	0	21.4453	-0.1769	43.0676	0.0542	ns
RGS5	Tissue	BRN_CAU	BRN_SPC	0	-19.2897	-38.2220	-0.3574	0.0413	*
RGS5	Tissue	BRN_CB_a	BRN_CTX_a	0	48.8748	30.2302	67.5195	0.0000	****
RGS5	Tissue	BRN_CB_a	BRN_HIPP	0	35.8986	16.4906	55.3067	0.0000	****
RGS5	Tissue	BRN_CB_a	BRN_HYP	0	28.5466	9.6704	47.4229	0.0001	****
RGS5	Tissue	BRN_CB_a	BRN_NAC	0	17.7759	-0.5563	36.1080	0.0673	ns
RGS5	Tissue	BRN_CB_a	BRN_PTRY	0	43.1843	25.5272	60.8414	0.0000	****
RGS5	Tissue	BRN_CB_a	BRN_PUT	0	53.3142	33.9061	72.7223	0.0000	****
RGS5	Tissue	BRN_CB_a	BRN_SN	0	68.5248	46.6102	90.4393	0.0000	****
RGS5	Tissue	BRN_CB_a	BRN_SPC	0	27.7898	8.5243	47.0552	0.0002	***
RGS5	Tissue	BRN_CTX_a	BRN_HIPP	0	-12.9762	-32.1591	6.2067	0.5380	ns
RGS5	Tissue	BRN_CTX_a	BRN_HYP	0	-20.3282	-38.9728	-1.6836	0.0191	*
RGS5	Tissue	BRN_CTX_a	BRN_NAC	0	-31.0990	-49.1925	-13.0054	0.0000	****
RGS5	Tissue	BRN_CTX_a	BRN_PTRY	0	-5.6906	-23.0998	11.7187	0.9960	ns
RGS5	Tissue	BRN_CTX_a	BRN_PUT	0	4.4394	-14.7435	23.6222	1.0000	ns
RGS5	Tissue	BRN_CTX_a	BRN_SN	0	19.6499	-2.0654	41.3653	0.1210	ns
RGS5	Tissue	BRN_CTX_a	BRN_SPC	0	-21.0851	-40.1237	-2.0465	0.0157	*
RGS5	Tissue	BRN_HIPP	BRN_HYP	0	-7.3520	-26.7601	12.0561	0.9850	ns
RGS5	Tissue	BRN_HIPP	BRN_NAC	0	-18.1228	-37.0021	0.7565	0.0737	ns
RGS5	Tissue	BRN_HIPP	BRN_PTRY	0	7.2856	-10.9389	25.5102	0.9780	ns
RGS5	Tissue	BRN_HIPP	BRN_PUT	0	17.4156	-2.5101	37.3413	0.1560	ns
RGS5	Tissue	BRN_HIPP	BRN_SN	0	32.6261	10.2519	55.0004	0.0001	***
RGS5	Tissue	BRN_HIPP	BRN_SPC	0	-8.1089	-27.8957	11.6780	0.9730	ns
RGS5	Tissue	BRN_HYP	BRN_NAC	0	-10.7708	-29.1029	7.5614	0.7430	ns
RGS5	Tissue	BRN_HYP	BRN_PTRY	0	14.6376	-3.0195	32.2947	0.2200	ns
RGS5	Tissue	BRN_HYP	BRN_PUT	0	24.7676	5.3595	44.1756	0.0019	**
RGS5	Tissue	BRN_HYP	BRN_SN	0	39.9781	18.0636	61.8927	0.0000	****
RGS5	Tissue	BRN_HYP	BRN_SPC	0	-0.7569	-20.0224	18.5086	1.0000	ns
RGS5	Tissue	BRN_NAC	BRN_PTRY	0	25.4084	8.3342	42.4826	0.0001	****
RGS5	Tissue	BRN_NAC	BRN_PUT	0	35.5383	16.6590	54.4176	0.0000	****
RGS5	Tissue	BRN_NAC	BRN_SN	0	50.7489	29.3013	72.1966	0.0000	****
RGS5	Tissue	BRN_NAC	BRN_SPC	0	10.0139	-8.7188	28.7466	0.8430	ns
RGS5	Tissue	BRN_PTRY	BRN_PUT	0	10.1299	-8.0946	28.3545	0.8060	ns
RGS5	Tissue	BRN_PTRY	BRN_SN	0	25.3405	4.4669	46.2141	0.0043	**
RGS5	Tissue	BRN_PTRY	BRN_SPC	0	-15.3945	-33.4671	2.6781	0.1850	ns
RGS5	Tissue	BRN_PUT	BRN_SN	0	15.2106	-7.1637	37.5848	0.5300	ns
RGS5	Tissue	BRN_PUT	BRN_SPC	0	-25.5244	-45.3113	-5.7376	0.0016	**
RGS5	Tissue	BRN_SN	BRN_SPC	0	-40.7350	-62.9857	-18.4843	0.0000	****
SOX17	Tissue	BRN_ACC	BRN_AMY	0	0.0339	-1.1245	1.1922	1.0000	ns
SOX17	Tissue	BRN_ACC	BRN_CAU	0	0.3451	-0.7230	1.4132	0.9960	ns
SOX17	Tissue	BRN_ACC	BRN_CB_a	0	-0.5824	-1.6685	0.5036	0.8410	ns
SOX17	Tissue	BRN_ACC	BRN_CTX_a	0	0.1553	-0.9185	1.2292	1.0000	ns
SOX17	Tissue	BRN_ACC	BRN_HIPP	0	0.5566	-0.5575	1.6707	0.8950	ns
SOX17	Tissue	BRN_ACC	BRN_HYP	0	0.5848	-0.5013	1.6708	0.8370	ns
SOX17	Tissue	BRN_ACC	BRN_NAC	0	0.0246	-1.0328	1.0820	1.0000	ns
SOX17	Tissue	BRN_ACC	BRN_PTRY	0	2.2397	1.2178	3.2616	0.0000	****
SOX17	Tissue	BRN_ACC	BRN_PUT	0	0.5414	-0.5727	1.6556	0.9120	ns
SOX17	Tissue	BRN_ACC	BRN_SN	0	1.1153	-0.1320	2.3625	0.1320	ns
SOX17	Tissue	BRN_ACC	BRN_SPC	0	1.9662	0.8596	3.0728	0.0000	****
SOX17	Tissue	BRN_AMY	BRN_CAU	0	0.3112	-0.7864	1.4089	0.9990	ns
SOX17	Tissue	BRN_AMY	BRN_CB_a	0	-0.6163	-1.7314	0.4988	0.8120	ns
SOX17	Tissue	BRN_AMY	BRN_CTX_a	0	0.1214	-0.9817	1.2246	1.0000	ns
SOX17	Tissue	BRN_AMY	BRN_HIPP	0	0.5227	-0.6197	1.6652	0.9410	ns
SOX17	Tissue	BRN_AMY	BRN_HYP	0	0.5509	-0.5642	1.6660	0.9020	ns
SOX17	Tissue	BRN_AMY	BRN_NAC	0	-0.0093	-1.0964	1.0779	1.0000	ns
SOX17	Tissue	BRN_AMY	BRN_PTRY	0	2.2058	1.1531	3.2586	0.0000	****
SOX17	Tissue	BRN_AMY	BRN_PUT	0	0.5076	-0.6349	1.6500	0.9520	ns
SOX17	Tissue	BRN_AMY	BRN_SN	0	1.0814	-0.1912	2.3540	0.1880	ns
SOX17	Tissue	BRN_AMY	BRN_SPC	0	1.9323	0.7972	3.0674	0.0000	****
SOX17	Tissue	BRN_CAU	BRN_CB_a	0	-0.9275	-1.9486	0.0936	0.1170	ns
SOX17	Tissue	BRN_CAU	BRN_CTX_a	0	-0.1898	-1.1979	0.8183	1.0000	ns
SOX17	Tissue	BRN_CAU	BRN_HIPP	0	0.2115	-0.8394	1.2624	1.0000	ns
SOX17	Tissue	BRN_CAU	BRN_HYP	0	0.2397	-0.7814	1.2608	1.0000	ns
SOX17	Tissue	BRN_CAU	BRN_NAC	0	-0.3205	-1.3110	0.6701	0.9960	ns
SOX17	Tissue	BRN_CAU	BRN_PTRY	0	1.8946	0.9420	2.8472	0.0000	****
SOX17	Tissue	BRN_CAU	BRN_PUT	0	0.1963	-0.8546	1.2472	1.0000	ns
SOX17	Tissue	BRN_CAU	BRN_SN	0	0.7702	-0.4209	1.9613	0.6090	ns
SOX17	Tissue	BRN_CAU	BRN_SPC	0	1.6211	0.5782	2.6640	0.0000	****
SOX17	Tissue	BRN_CB_a	BRN_CTX_a	0	0.7377	-0.2893	1.7648	0.4390	ns
SOX17	Tissue	BRN_CB_a	BRN_HIPP	0	1.1390	0.0699	2.2081	0.0252	*
SOX17	Tissue	BRN_CB_a	BRN_HYP	0	1.1672	0.1274	2.2070	0.0132	*
SOX17	Tissue	BRN_CB_a	BRN_NAC	0	0.6070	-0.4028	1.6169	0.7140	ns
SOX17	Tissue	BRN_CB_a	BRN_PTRY	0	2.8221	1.8494	3.7948	0.0000	****
SOX17	Tissue	BRN_CB_a	BRN_PUT	0	1.1238	0.0547	2.1929	0.0294	*
SOX17	Tissue	BRN_CB_a	BRN_SN	0	1.6977	0.4905	2.9049	0.0003	***
SOX17	Tissue	BRN_CB_a	BRN_SPC	0	2.5486	1.4873	3.6099	0.0000	****
SOX17	Tissue	BRN_CTX_a	BRN_HIPP	0	0.4013	-0.6554	1.4580	0.9850	ns
SOX17	Tissue	BRN_CTX_a	BRN_HYP	0	0.4295	-0.5976	1.4565	0.9690	ns
SOX17	Tissue	BRN_CTX_a	BRN_NAC	0	-0.1307	-1.1274	0.8660	1.0000	ns
SOX17	Tissue	BRN_CTX_a	BRN_PTRY	0	2.0844	1.1254	3.0434	0.0000	****
SOX17	Tissue	BRN_CTX_a	BRN_PUT	0	0.3861	-0.6706	1.4428	0.9890	ns
SOX17	Tissue	BRN_CTX_a	BRN_SN	0	0.9600	-0.2362	2.1562	0.2650	ns
SOX17	Tissue	BRN_CTX_a	BRN_SPC	0	1.8109	0.7621	2.8596	0.0000	****
SOX17	Tissue	BRN_HIPP	BRN_HYP	0	0.0282	-1.0410	1.0973	1.0000	ns
SOX17	Tissue	BRN_HIPP	BRN_NAC	0	-0.5320	-1.5720	0.5080	0.8790	ns
SOX17	Tissue	BRN_HIPP	BRN_PTRY	0	1.6831	0.6792	2.6870	0.0000	****
SOX17	Tissue	BRN_HIPP	BRN_PUT	0	-0.0152	-1.1128	1.0824	1.0000	ns
SOX17	Tissue	BRN_HIPP	BRN_SN	0	0.5587	-0.6738	1.7912	0.9440	ns
SOX17	Tissue	BRN_HIPP	BRN_SPC	0	1.4096	0.3196	2.4996	0.0015	**
SOX17	Tissue	BRN_HYP	BRN_NAC	0	-0.5601	-1.5700	0.4497	0.8080	ns
SOX17	Tissue	BRN_HYP	BRN_PTRY	0	1.6549	0.6823	2.6276	0.0000	****
SOX17	Tissue	BRN_HYP	BRN_PUT	0	-0.0433	-1.1125	1.0258	1.0000	ns
SOX17	Tissue	BRN_HYP	BRN_SN	0	0.5305	-0.6767	1.7377	0.9550	ns
SOX17	Tissue	BRN_HYP	BRN_SPC	0	1.3814	0.3202	2.4427	0.0013	**
SOX17	Tissue	BRN_NAC	BRN_PTRY	0	2.2151	1.2745	3.1556	0.0000	****
SOX17	Tissue	BRN_NAC	BRN_PUT	0	0.5168	-0.5232	1.5568	0.8980	ns
SOX17	Tissue	BRN_NAC	BRN_SN	0	1.0907	-0.0908	2.2721	0.1030	ns
SOX17	Tissue	BRN_NAC	BRN_SPC	0	1.9416	0.9097	2.9735	0.0000	****
SOX17	Tissue	BRN_PTRY	BRN_PUT	0	-1.6983	-2.7022	-0.6944	0.0000	****
SOX17	Tissue	BRN_PTRY	BRN_SN	0	-1.1244	-2.2743	0.0254	0.0621	ns
SOX17	Tissue	BRN_PTRY	BRN_SPC	0	-0.2735	-1.2691	0.7220	0.9990	ns
SOX17	Tissue	BRN_PUT	BRN_SN	0	0.5739	-0.6586	1.8064	0.9330	ns
SOX17	Tissue	BRN_PUT	BRN_SPC	0	1.4248	0.3348	2.5148	0.0012	**
SOX17	Tissue	BRN_SN	BRN_SPC	0	0.8509	-0.3748	2.0766	0.4950	ns
TIPARP	Tissue	BRN_ACC	BRN_AMY	0	0.2760	-4.5739	5.1259	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_CAU	0	1.4130	-3.0593	5.8853	0.9970	ns
TIPARP	Tissue	BRN_ACC	BRN_CB_a	0	-0.0512	-4.5985	4.4962	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_CTX_a	0	0.0943	-4.4019	4.5905	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_HIPP	0	0.9768	-3.6881	5.6418	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_HYP	0	1.4646	-3.0828	6.0119	0.9960	ns
TIPARP	Tissue	BRN_ACC	BRN_NAC	0	0.7223	-3.7050	5.1497	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_PTRY	0	11.3594	7.0805	15.6383	0.0000	****
TIPARP	Tissue	BRN_ACC	BRN_PUT	0	-1.0113	-5.6762	3.6536	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_SN	0	-1.0455	-6.2677	4.1768	1.0000	ns
TIPARP	Tissue	BRN_ACC	BRN_SPC	0	8.9274	4.2941	13.5608	0.0000	****
TIPARP	Tissue	BRN_AMY	BRN_CAU	0	1.1370	-3.4588	5.7329	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_CB_a	0	-0.3272	-4.9961	4.3417	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_CTX_a	0	-0.1817	-4.8008	4.4374	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_HIPP	0	0.7008	-4.0826	5.4843	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_HYP	0	1.1886	-3.4803	5.8575	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_NAC	0	0.4464	-4.1057	4.9984	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_PTRY	0	11.0834	6.6756	15.4912	0.0000	****
TIPARP	Tissue	BRN_AMY	BRN_PUT	0	-1.2873	-6.0707	3.4962	0.9990	ns
TIPARP	Tissue	BRN_AMY	BRN_SN	0	-1.3214	-6.6498	4.0069	1.0000	ns
TIPARP	Tissue	BRN_AMY	BRN_SPC	0	8.6514	3.8987	13.4042	0.0000	****
TIPARP	Tissue	BRN_CAU	BRN_CB_a	0	-1.4642	-5.7395	2.8111	0.9940	ns
TIPARP	Tissue	BRN_CAU	BRN_CTX_a	0	-1.3187	-5.5396	2.9021	0.9970	ns
TIPARP	Tissue	BRN_CAU	BRN_HIPP	0	-0.4362	-4.8364	3.9640	1.0000	ns
TIPARP	Tissue	BRN_CAU	BRN_HYP	0	0.0515	-4.2238	4.3268	1.0000	ns
TIPARP	Tissue	BRN_CAU	BRN_NAC	0	-0.6907	-4.8381	3.4568	1.0000	ns
TIPARP	Tissue	BRN_CAU	BRN_PTRY	0	9.9464	5.9578	13.9349	0.0000	****
TIPARP	Tissue	BRN_CAU	BRN_PUT	0	-2.4243	-6.8245	1.9758	0.8150	ns
TIPARP	Tissue	BRN_CAU	BRN_SN	0	-2.4585	-7.4456	2.5286	0.9030	ns
TIPARP	Tissue	BRN_CAU	BRN_SPC	0	7.5144	3.1477	11.8811	0.0000	****
TIPARP	Tissue	BRN_CB_a	BRN_CTX_a	0	0.1455	-4.1549	4.4458	1.0000	ns
TIPARP	Tissue	BRN_CB_a	BRN_HIPP	0	1.0280	-3.4484	5.5044	1.0000	ns
TIPARP	Tissue	BRN_CB_a	BRN_HYP	0	1.5157	-2.8380	5.8695	0.9930	ns
TIPARP	Tissue	BRN_CB_a	BRN_NAC	0	0.7735	-3.4547	5.0018	1.0000	ns
TIPARP	Tissue	BRN_CB_a	BRN_PTRY	0	11.4106	7.3380	15.4831	0.0000	****
TIPARP	Tissue	BRN_CB_a	BRN_PUT	0	-0.9601	-5.4365	3.5163	1.0000	ns
TIPARP	Tissue	BRN_CB_a	BRN_SN	0	-0.9943	-6.0488	4.0603	1.0000	ns
TIPARP	Tissue	BRN_CB_a	BRN_SPC	0	8.9786	4.5351	13.4221	0.0000	****
TIPARP	Tissue	BRN_CTX_a	BRN_HIPP	0	0.8825	-3.5419	5.3070	1.0000	ns
TIPARP	Tissue	BRN_CTX_a	BRN_HYP	0	1.3703	-2.9301	5.6706	0.9970	ns
TIPARP	Tissue	BRN_CTX_a	BRN_NAC	0	0.6281	-3.5452	4.8013	1.0000	ns
TIPARP	Tissue	BRN_CTX_a	BRN_PTRY	0	11.2651	7.2497	15.2805	0.0000	****
TIPARP	Tissue	BRN_CTX_a	BRN_PUT	0	-1.1056	-5.5301	3.3189	1.0000	ns
TIPARP	Tissue	BRN_CTX_a	BRN_SN	0	-1.1397	-6.1483	3.8688	1.0000	ns
