Original Gene ID	Gene.Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSRNOG00000019940	Ssr2	2	174048460	174057042	+	8583	-0.3310	2.1658	-0.914842836	0.381905271	0.888093254	-5.107280161
ENSRNOG00000020460	Banf1	1	202671305	202674188	-	2884	-0.2627	0.7041	-0.516284774	0.616931626	0.939869571	-5.107528188
ENSRNOG00000007128	Nop56	3	117477053	117481841	+	4789	0.2996	3.8539	1.23424719	0.245461112	0.81392335	-5.10774241
ENSRNOG00000010007	Srsf4	5	144061463	144089229	+	27767	-0.2651	5.2691	-1.426117546	0.18444035	0.773006503	-5.107766607
ENSRNOG00000022709	AABR07046657.1	5	1451326	1453094	-	1769	0.1805	0.3038	0.325075328	0.751854633	0.969103914	-5.108748011
ENSRNOG00000003086	Cenpv	10	47214490	47228761	-	14272	-0.3152	3.4108	-1.152194946	0.276166658	0.83624802	-5.109197133
ENSRNOG00000009414	Creld1	4	146631883	146641499	+	9617	-0.3352	2.4761	-0.976804887	0.351811801	0.879747248	-5.109443921
ENSRNOG00000021182	Sv2a	2	183741547	183756927	+	15381	0.2859	4.7081	1.368290378	0.201316372	0.776987293	-5.110340398
ENSRNOG00000004659	Creld2	7	119909633	119916543	+	6911	0.3342	2.4746	0.980308344	0.350163383	0.879259895	-5.110607205
ENSRNOG00000018651	Agtpbp1	17	5120609	5238869	+	118261	-0.2731	7.5198	-1.401344175	0.191516707	0.773006503	-5.110696866
ENSRNOG00000047089	Alkbh7	9	1838811	1841044	+	2234	0.2720	0.7945	0.548369849	0.595524001	0.933386676	-5.111344606
ENSRNOG00000012181	Lpl	16	20829465	20855249	-	25785	-0.2645	5.3091	-1.420815187	0.18593587	0.773006503	-5.11148512
ENSRNOG00000016559	Tm2d2	16	67012675	67022226	-	9552	-0.3182	3.2873	-1.127659212	0.285916461	0.844202218	-5.111661624
ENSRNOG00000014316	Rapgef1	3	12898266	13013984	+	115719	-0.2633	6.0732	-1.449295642	0.178023302	0.770942395	-5.111718477
ENSRNOG00000013186	G3bp1	10	39586864	39620268	+	33405	-0.2787	4.7247	-1.366351091	0.20190424	0.776987293	-5.113098973
ENSRNOG00000021794	Znhit2	1	203354138	203355636	+	1499	0.2037	0.4131	0.374234837	0.716079744	0.962501953	-5.113233832
ENSRNOG00000010877	Alg9	8	51119365	51182261	+	62897	-0.2750	5.0555	-1.403589934	0.190865833	0.773006503	-5.113460089
ENSRNOG00000049361	Gas7	10	52152493	52383276	+	230784	-0.3306	7.8742	-1.376498616	0.198844115	0.776574266	-5.113685961
ENSRNOG00000047817	Enox1	15	52515178	53079749	+	564572	-0.2895	9.0523	-1.290183166	0.226157814	0.798116732	-5.114295187
ENSRNOG00000052583	Zfp106	3	107462096	107510481	-	48386	0.2674	7.2381	1.413576639	0.187994195	0.773006503	-5.114781518
ENSRNOG00000066751		4	159808068	159809494	+	1427	0.1867	0.3445	0.322155659	0.753999926	0.969245858	-5.115606595
ENSRNOG00000021663	Vxn	5	9659213	9684684	-	25472	0.2722	4.7327	1.370367223	0.200688406	0.776987293	-5.116003308
ENSRNOG00000013947	Rabl2	7	120652175	120660783	-	8609	-0.3430	2.6508	-1.003633204	0.339333194	0.872504576	-5.116501488
ENSRNOG00000022772	Prickle1	7	124639142	124658113	-	18972	0.3028	4.2656	1.297273704	0.223802526	0.798116732	-5.117611288
ENSRNOG00000013356	Snapin	2	175971257	175974231	-	2975	0.2917	4.0509	1.260139118	0.236365145	0.807987551	-5.117623926
ENSRNOG00000017817	Cox4i1	19	48721199	48727921	+	6723	-0.3564	4.0750	-1.256285013	0.237701436	0.807987551	-5.118218332
ENSRNOG00000066750		19	45263744	45265066	+	1323	-0.2242	0.5651	-0.429088284	0.676999082	0.953821085	-5.118366921
ENSRNOG00000001548	Nfe2l2	3	60594242	60621737	-	27496	0.3130	3.9368	1.238524286	0.243939238	0.813665716	-5.119049819
ENSRNOG00000066466		18	23874895	23879704	-	4810	-0.3133	1.4971	-0.740933208	0.475852703	0.904774112	-5.11922584
ENSRNOG00000021638	Pycr3	7	107581930	107608799	-	26870	0.2892	4.1298	1.272701232	0.232052202	0.803827841	-5.119361116
ENSRNOG00000067620		7	129687148	129688820	-	1673	-0.3252	1.3388	-0.698189486	0.501046304	0.911854502	-5.119464556
ENSRNOG00000026408	Rnf169	1	154254473	154311653	-	57181	-0.2745	5.0848	-1.399673647	0.192002088	0.773006503	-5.119785862
ENSRNOG00000018790	Kcnh4	10	85668337	85688158	-	19822	-0.4314	3.5991	-1.173313148	0.267986373	0.830766641	-5.119938321
ENSRNOG00000069308		7	113515332	113519276	+	3945	0.3113	1.4857	0.741288967	0.475646428	0.904774112	-5.120038048
ENSRNOG00000020004	Rbm34	19	54936531	54956715	-	20185	-0.3031	3.6447	-1.183131469	0.264249233	0.826845439	-5.120237497
ENSRNOG00000002146	Pkd2	14	5237135	5280825	-	43691	-0.2671	5.1022	-1.402028426	0.191318196	0.773006503	-5.12023957
ENSRNOG00000065897		3	33290789	33292715	+	1927	0.2638	5.3279	1.422860107	0.185357882	0.773006503	-5.120725281
ENSRNOG00000042340	Thoc2l	14	5197003	5235453	-	38451	-0.2576	6.2803	-1.437814326	0.181177647	0.773006503	-5.121253019
ENSRNOG00000064312		8	118235396	118241659	+	6264	-0.3190	1.8046	-0.814095427	0.43463678	0.895070546	-5.121341953
ENSRNOG00000057078	Ddit4	20	27891998	27894105	-	2108	-0.1377	0.2243	-0.19642534	0.84823034	0.982365003	-5.121456672
ENSRNOG00000011404	Chkb	7	120500984	120504461	-	3478	0.3069	1.1635	0.648469798	0.53135804	0.919621074	-5.121818666
ENSRNOG00000009282	Nub1	4	10442917	10473694	-	30778	0.3004	4.1627	1.276130247	0.230886196	0.802453784	-5.122000426
ENSRNOG00000007753	Plaa	5	109428265	109460282	-	32018	0.2627	5.2314	1.414773664	0.187652478	0.773006503	-5.122304726
ENSRNOG00000000988	Xab2	12	1667672	1679692	-	12021	0.3232	2.8254	1.035204338	0.325072724	0.867186118	-5.122501016
ENSRNOG00000051450	Abracl	1	12654838	12665207	-	10370	0.3348	2.7072	1.012613805	0.335230154	0.869617254	-5.122510814
ENSRNOG00000064694	Sap18	15	31943230	31950038	+	6809	0.3235	3.4151	1.141944743	0.280207526	0.838851354	-5.122615962
ENSRNOG00000019935	Armc5	1	182820141	182826907	+	6767	0.3232	1.9680	0.853825343	0.413281117	0.891382402	-5.123037837
ENSRNOG00000025274	Hexb	2	28484012	28504223	-	20212	0.3232	3.7024	1.192261007	0.260811637	0.823835425	-5.123150822
ENSRNOG00000063610		X	107368331	107371050	-	2720	0.3090	5.0170	1.395834181	0.193121628	0.773006503	-5.124144808
ENSRNOG00000013306	Pcdh20	15	64425534	64431790	-	6257	0.2771	4.8349	1.374937769	0.199312247	0.776987293	-5.124771987
ENSRNOG00000036833	Zfp385a	7	134448921	134475548	-	26628	0.2974	4.1184	1.263674522	0.235144758	0.806599883	-5.125151089
ENSRNOG00000017621	Spns1	1	180942088	180949370	-	7283	-0.3268	2.5696	-0.976515034	0.351948434	0.879747248	-5.125294193
ENSRNOG00000011817	Rpl22l1	2	111754687	111756625	+	1939	0.3226	2.6326	0.993420671	0.344044192	0.875946399	-5.125817085
ENSRNOG00000022144	AABR07072356.1	13	100656593	100657445	+	853	-0.0037	0.1679	-0.006394875	0.995024035	0.999591447	-5.125858628
ENSRNOG00000007862	Acat1	8	53979813	54008855	-	29043	0.2636	5.0586	1.398001387	0.192489019	0.773006503	-5.126403427
ENSRNOG00000022540	Trex1	8	109706613	109708796	-	2184	-0.1281	0.2972	-0.225180202	0.826395556	0.980554331	-5.126601327
ENSRNOG00000069281		5	109357431	109360516	-	3086	0.3161	1.8087	0.811243178	0.436197881	0.895070546	-5.126858051
ENSRNOG00000022054	Paqr7	5	146708900	146720673	+	11774	0.3598	2.6013	0.98534963	0.34780135	0.878756854	-5.127097829
ENSRNOG00000001592	Cct8	11	26710370	26722079	-	11710	0.2909	5.1802	1.404216186	0.190684666	0.773006503	-5.127155745
ENSRNOG00000059491	Fgd4	11	84399816	84546972	+	147157	-0.2607	7.0317	-1.412128631	0.188408269	0.773006503	-5.127157211
ENSRNOG00000007316	Idh3b	3	117481845	117486982	-	5138	0.2646	5.2326	1.410713859	0.188813589	0.773006503	-5.127230952
ENSRNOG00000052393	Bscl2	1	205733872	205743421	+	9550	0.3229	2.7001	1.005570676	0.338444867	0.872504576	-5.12749768
ENSRNOG00000066229		17	9311875	9314637	-	2763	0.2753	0.8972	0.547863197	0.595858988	0.933386676	-5.127634947
ENSRNOG00000047517	Oxld1	10	105729288	105731487	-	2200	-0.2580	0.8768	-0.530528443	0.607379792	0.937502213	-5.127716163
ENSRNOG00000016446	Gpr45	9	45306237	45309706	+	3470	0.3124	1.5591	0.746656992	0.472540844	0.904774112	-5.128144532
ENSRNOG00000018233	Gas6	16	76045426	76075904	+	30479	0.2914	3.9775	1.237307921	0.244371264	0.813768557	-5.128273616
ENSRNOG00000001789	Zfp148	11	67281707	67385772	-	104066	-0.2592	6.8495	-1.418428206	0.186612486	0.773006503	-5.128317128
ENSRNOG00000057912	SNORD115	1	110182787	110182865	-	79	0.0119	0.1768	0.020934569	0.983711628	0.999591447	-5.128376433
ENSRNOG00000001955		11	51961730	51963441	-	1712	-0.1610	0.3449	-0.256781579	0.802577879	0.976054461	-5.128508966
ENSRNOG00000019604	Pld2	10	55256359	55272808	+	16450	-0.3202	3.3986	-1.130651307	0.284713258	0.843102537	-5.128718888
ENSRNOG00000017585	Abt1	17	41699147	41701259	+	2113	0.2181	0.6105	0.424068329	0.680536254	0.953821085	-5.128758821
ENSRNOG00000021831	Kcnrg	15	35774326	35779415	+	5090	0.3693	1.5859	0.751789637	0.469583542	0.904774112	-5.129024827
ENSRNOG00000007998	Ssb	3	54616619	54626203	+	9585	0.2615	5.3405	1.416823515	0.187068534	0.773006503	-5.129164166
ENSRNOG00000069079		20	21463139	21465014	+	1876	-0.0897	0.2533	-0.152255556	0.882027827	0.987646182	-5.129709009
ENSRNOG00000019551	Psmb6	10	55239241	55241586	+	2346	0.3022	1.4152	0.704824718	0.497082419	0.911573824	-5.130205149
ENSRNOG00000067296		1	91087361	91112065	+	24705	-0.2975	4.0447	-1.24347231	0.2421882	0.81320472	-5.130323933
ENSRNOG00000020255	Sars1	2	196065430	196081277	-	15848	0.2934	3.9428	1.228842826	0.247395085	0.814279086	-5.130368817
ENSRNOG00000016580	Rps23	2	22079302	22080918	+	1617	-0.3764	2.3638	-0.926556567	0.376079662	0.888093254	-5.131125663
ENSRNOG00000010495	Ttc17	3	80263495	80373812	-	110318	-0.2611	6.8534	-1.41585321	0.187344753	0.773006503	-5.131274668
ENSRNOG00000025423	Map3k13	11	79097247	79235181	-	137935	-0.2563	6.2584	-1.431802763	0.182848286	0.773006503	-5.131526552
ENSRNOG00000050057	Abca3	10	13382540	13439745	+	57206	0.2757	4.9423	1.381788684	0.19726441	0.775950372	-5.131650381
ENSRNOG00000016411	Rps12	1	21680852	21683014	+	2163	0.3168	2.6860	0.995223173	0.343209212	0.874754617	-5.131724319
ENSRNOG00000064137		1	2064711	2068275	+	3565	-0.2761	0.9745	-0.55499934	0.591149916	0.932616619	-5.131832692
ENSRNOG00000022303	Pdf	19	34948256	34951515	-	3260	0.3776	2.3022	0.916325559	0.381164343	0.888093254	-5.132445676
ENSRNOG00000015231	Mrpl44	9	81106655	81112812	+	6158	-0.3171	2.1318	-0.874156634	0.402634731	0.891382402	-5.132683636
ENSRNOG00000006979	Hpca	5	141455613	141463841	-	8229	-0.3490	5.8022	-1.426258326	0.184400784	0.773006503	-5.13294384
ENSRNOG00000017866	Sirt5	17	21310028	21337101	-	27074	-0.2596	5.5745	-1.422596528	0.185432295	0.773006503	-5.132999323
ENSRNOG00000033593	Osbpl9	5	123819104	123962196	-	143093	-0.2683	6.5595	-1.424045405	0.185023565	0.773006503	-5.133041891
ENSRNOG00000017560	Mdk	3	77901158	77903130	-	1973	-0.2451	0.7901	-0.48307824	0.639491055	0.945219397	-5.133679286
ENSRNOG00000061731	Plxnb3	X	151494207	151508674	+	14468	0.3412	2.8764	1.031545318	0.326702071	0.867553613	-5.133929828
ENSRNOG00000060544	Kdm5b	13	46002542	46073872	+	71331	-0.2582	6.3232	-1.428666278	0.183725153	0.773006503	-5.134234271
ENSRNOG00000001163	Srsf9	12	41275687	41284499	-	8813	-0.3724	3.2556	-1.098686133	0.297773281	0.855390777	-5.134394274
ENSRNOG00000006063	Phf21a	3	78194549	78331865	+	137317	-0.2672	7.2652	-1.395005004	0.193364132	0.773006503	-5.134565417
ENSRNOG00000027015	Ythdf1	3	168024663	168040172	-	15510	0.2805	4.4064	1.306019222	0.220925456	0.794770824	-5.134592044
ENSRNOG00000005587	Suclg1	4	105308039	105337600	+	29562	-0.2729	4.7733	-1.353876211	0.205720467	0.783399135	-5.134660122
ENSRNOG00000049615	Fam228b	6	27754506	27786537	-	32032	-0.2824	4.5413	-1.321956956	0.215761155	0.788866311	-5.134992767
ENSRNOG00000001410	Gigyf1	12	19166088	19175023	-	8936	-0.3163	2.2029	-0.885801543	0.396623217	0.890629883	-5.135279165
ENSRNOG00000018413	Per3	5	161459533	161495607	-	36075	-0.2798	5.9083	-1.427248353	0.184122743	0.773006503	-5.136275549
ENSRNOG00000063236		1	111136809	111137456	-	648	-0.0971	0.3096	-0.174150699	0.865238599	0.984265694	-5.13725139
ENSRNOG00000004481	Adss	13	89769244	89799604	-	30361	0.2631	5.1638	1.397441317	0.192652335	0.773006503	-5.137322126
ENSRNOG00000001201	Cstb	20	10245462	10247526	-	2065	0.3523	2.5813	0.967669154	0.35613697	0.88229463	-5.137740856
ENSRNOG00000010077	Smarcd3	4	10548751	10580326	+	31576	-0.2913	4.4894	-1.307824448	0.220335408	0.794770824	-5.138136065
ENSRNOG00000054751	Lmbrd2	2	58189558	58247076	+	57519	0.2732	5.7179	1.425731427	0.184548906	0.773006503	-5.138721704
ENSRNOG00000010386	H2ax	8	44671786	44673239	+	1454	0.2503	0.8960	0.520567669	0.614051499	0.939401991	-5.138801326
ENSRNOG00000013847	Nova2	1	78572279	78608021	+	35743	-0.2724	4.6808	-1.336238075	0.211219354	0.788751126	-5.139064746
ENSRNOG00000066854		18	25404131	25405980	+	1850	0.1112	0.3457	0.202760659	0.84340736	0.980991313	-5.139183556
ENSRNOG00000070643		13	73240397	73245888	+	5492	0.3234	2.9765	1.043786279	0.321275219	0.866401899	-5.140224106
ENSRNOG00000016360	Gps2	10	54637455	54640650	+	3196	0.3103	3.1293	1.071739386	0.309138463	0.860339213	-5.140424178
ENSRNOG00000066630	Fam32a	16	17603946	17607398	-	3453	0.3283	1.8913	0.810363101	0.43668032	0.895070546	-5.140424452
ENSRNOG00000064475		17	9287271	9289827	+	2557	-0.1488	0.4318	-0.262308578	0.798433171	0.975414449	-5.140696923
ENSRNOG00000006589	Mif	20	12790902	12799504	+	8603	0.3174	3.1181	1.069297791	0.310184428	0.860758882	-5.140733551
ENSRNOG00000050846	Timm10b	1	159980484	159981642	+	1159	0.2972	1.2557	0.63772482	0.538047961	0.921893255	-5.14151622
ENSRNOG00000020804	Smarcc1	8	110111122	110214720	+	103599	-0.2554	6.1606	-1.424528283	0.184887516	0.773006503	-5.142000352
ENSRNOG00000010528	Rpusd2	3	106017864	106023251	+	5388	0.3275	2.3018	0.902764331	0.387979017	0.889437596	-5.142630286
ENSRNOG00000012620	Syngr3	10	13704998	13715669	-	10672	0.2820	4.2031	1.264286043	0.23493419	0.806599883	-5.142644143
ENSRNOG00000016302	Cnnm1	1	242296422	242353513	+	57092	-0.2549	5.7245	-1.419484643	0.186312769	0.773006503	-5.143303783
ENSRNOG00000020185	Wdr6	8	109268079	109274499	-	6421	0.3161	2.6004	0.964781417	0.357512157	0.88229463	-5.14332357
ENSRNOG00000031033	Mt-nd2	MT	3904	4942	+	1039	0.5247	11.5708	1.060513593	0.313969865	0.860758882	-5.143387723
ENSRNOG00000017983	Ubac1	3	8825447	8848028	-	22582	-0.3323	3.6683	-1.163476212	0.27177257	0.831985915	-5.143480512
ENSRNOG00000066162		4	67436558	67444291	+	7734	0.2713	4.7157	1.343785929	0.208851352	0.78611401	-5.144502909
ENSRNOG00000018282	Gda	1	218906815	218982416	-	75602	-0.2596	7.2151	-1.388632211	0.195236576	0.773887605	-5.144747255
ENSRNOG00000018994	Psmc4	1	83348592	83357494	-	8903	0.3545	3.0844	1.058558687	0.314817068	0.86092376	-5.14493898
ENSRNOG00000061412	SNORD115	1	110184594	110184670	-	77	0.2034	0.6678	0.401009636	0.696887454	0.957064104	-5.144960761
ENSRNOG00000066665		6	26068623	26072506	+	3884	-0.2934	4.1739	-1.253086808	0.23881499	0.809418744	-5.145235926
ENSRNOG00000004372	Cbln4	3	160799587	160807143	-	7557	0.3149	2.1672	0.868292306	0.40568591	0.891382402	-5.145627028
ENSRNOG00000064309		20	54422107	54426572	+	4466	-0.2898	1.3856	-0.663643571	0.521994319	0.919621074	-5.145703354
ENSRNOG00000069694		12	14315609	14317634	-	2026	-0.1540	0.4699	-0.268073123	0.794117319	0.974268401	-5.145790407
ENSRNOG00000020694	Icam5	8	19568600	19575588	+	6989	-0.4244	2.9384	-1.02429019	0.329950871	0.867553613	-5.145797145
ENSRNOG00000012447	Setd6	19	9347458	9350453	-	2996	-0.3143	1.7640	-0.765144284	0.461944557	0.904625211	-5.146396632
ENSRNOG00000018272	Zfp511	1	194817697	194822102	+	4406	-0.3360	1.5499	-0.707902651	0.495250239	0.911120708	-5.146543402
ENSRNOG00000067619		1	2071544	2078784	+	7241	-0.3092	2.0746	-0.840232703	0.420505514	0.89279768	-5.146788444
ENSRNOG00000011789	Cdon	8	33806183	33859033	+	52851	-0.2589	5.3345	-1.397579088	0.19261215	0.773006503	-5.147370292
ENSRNOG00000069059		20	45669849	45672577	+	2729	-0.3488	2.7645	-0.989649014	0.345796198	0.877533454	-5.147477337
ENSRNOG00000005406	Clint1	10	30298704	30353063	+	54360	-0.2725	5.4257	-1.40328216	0.190954922	0.773006503	-5.147694511
ENSRNOG00000067873		7	130852138	130855744	+	3607	-0.4083	2.8562	-1.006641769	0.337954514	0.872504576	-5.148184077
ENSRNOG00000043866	AY172581.24	MT	1094	2664	+	1571	0.2150	17.7540	0.412813829	0.688495929	0.955201503	-5.148312024
ENSRNOG00000060429	AABR07002065.2	1	73601759	73612685	+	10927	0.3169	2.6167	0.963058431	0.35833451	0.88229463	-5.148543347
ENSRNOG00000017952	Septin2	9	94018208	94051386	+	33179	0.2544	5.9503	1.421071413	0.185863364	0.773006503	-5.148706068
ENSRNOG00000068375		10	3315816	3336258	+	20443	-0.3019	3.6238	-1.150133392	0.276975662	0.837052675	-5.149622327
ENSRNOG00000064308		7	131151036	131152689	+	1654	-0.2544	1.0541	-0.546623312	0.59667919	0.933386676	-5.149932663
ENSRNOG00000029971	Mt-nd5	MT	11736	13565	+	1830	0.3718	12.7227	0.954481236	0.362448726	0.882794679	-5.150158275
ENSRNOG00000026124	Id3	5	148372762	148374349	+	1588	0.0015	0.3275	0.002168209	0.998312867	0.999591447	-5.150748808
ENSRNOG00000034025	Ptprj	3	76405927	76562260	-	156334	-0.2607	6.8606	-1.399556263	0.192036234	0.773006503	-5.150754843
ENSRNOG00000026589	Dpy19l1	8	22933163	23021751	-	88589	0.3211	5.4708	1.406182955	0.190116655	0.773006503	-5.15086624
ENSRNOG00000052959	Zscan12	17	43247095	43253264	-	6170	0.3118	2.1446	0.854628251	0.412857048	0.891382402	-5.151546468
ENSRNOG00000000043	Idua	14	1032171	1046522	-	14352	0.3601	2.7920	0.995023177	0.343301784	0.874754617	-5.151859899
ENSRNOG00000068460		14	78519478	78521225	-	1748	-0.1772	0.6224	-0.343371304	0.738462388	0.965377146	-5.152130569
ENSRNOG00000012137	Cenatac	8	44735972	44742837	-	6866	-0.3063	1.9407	-0.800582231	0.44206589	0.897043655	-5.15216647
ENSRNOG00000037897	Rps19	1	80480951	80486508	+	5558	0.3109	2.3659	0.90420085	0.387253106	0.889437596	-5.152520153
ENSRNOG00000016037	Mafb	3	148998122	149000031	-	1910	-0.1539	0.5404	-0.288047249	0.779220129	0.972810232	-5.152734731
ENSRNOG00000018109	Clic4	5	147453712	147513452	-	59741	0.2711	5.0215	1.371577236	0.200323302	0.776987293	-5.153345965
ENSRNOG00000007613	C1qtnf5	8	44451154	44453074	+	1921	-0.0984	0.4102	-0.168068898	0.869895465	0.984968479	-5.153365383
ENSRNOG00000061433	Gm24564	6	128585558	128585628	+	71	-0.0005	0.3485	-0.000886709	0.999310031	0.999591447	-5.153674491
ENSRNOG00000010853	Chrna7	1	116714711	116837240	-	122530	-0.3361	5.9753	-1.41436619	0.187768741	0.773006503	-5.15371572
ENSRNOG00000064107		18	38855912	38858651	+	2740	0.2716	1.2625	0.614656303	0.552574416	0.923161082	-5.154110997
ENSRNOG00000067565		2	104793875	104796101	+	2227	-0.0581	0.3798	-0.106483952	0.917314267	0.992137468	-5.154165172
ENSRNOG00000070751		16	32565278	32569912	-	4635	0.3161	1.3923	0.653985904	0.527942687	0.919621074	-5.154255814
ENSRNOG00000007099	S100pbp	5	141494353	141535525	-	41173	-0.2651	6.6494	-1.403758034	0.190817189	0.773006503	-5.154490456
ENSRNOG00000031053	Mt-nd4l	MT	9870	10166	+	297	0.3690	11.0032	1.095178484	0.29923419	0.855730601	-5.15522515
ENSRNOG00000063590	Fzd4	1	143280065	143285724	+	5660	0.3194	2.4171	0.911966464	0.383345525	0.889091287	-5.155288321
ENSRNOG00000042163	Btbd19	5	130597684	130604335	-	6652	-0.3567	2.4253	-0.907641484	0.385518358	0.889437596	-5.155888482
ENSRNOG00000046283	Tmem41a	11	79084001	79090613	+	6613	-0.3886	2.8925	-1.003476625	0.339405061	0.872504576	-5.156552652
ENSRNOG00000056462	Tmf1	4	129763114	129785629	-	22516	0.2625	5.2489	1.387597403	0.195542066	0.773887605	-5.156589069
ENSRNOG00000020781	Tbcb	1	85477640	85483488	-	5849	0.3121	3.5555	1.132178802	0.284100539	0.842767219	-5.15689157
ENSRNOG00000020247	Cnih2	1	202399419	202405089	-	5671	-0.3189	3.0696	-1.039460967	0.323184964	0.866477507	-5.156989175
ENSRNOG00000017404	Pcmtd2	3	168960305	168979497	+	19193	-0.2520	6.1203	-1.411792027	0.188504635	0.773006503	-5.157580122
ENSRNOG00000020272	Elapor1	2	196091646	196168716	-	77071	-0.2643	5.5649	-1.401465105	0.191481611	0.773006503	-5.158260693
ENSRNOG00000013343	Myg1	7	133456750	133466969	+	10220	0.3144	2.6228	0.95182992	0.363727378	0.882794679	-5.158658494
ENSRNOG00000063689		3	151596129	151597752	-	1624	-0.0782	0.4294	-0.144405189	0.88806294	0.987957988	-5.159132951
ENSRNOG00000068928		10	65396554	65398879	-	2326	0.2029	0.7073	0.371132743	0.718317136	0.962988997	-5.159456909
ENSRNOG00000019921	Rhbdl1	10	14854514	14857430	-	2917	0.2158	0.7758	0.406803691	0.692763046	0.95653813	-5.159912003
ENSRNOG00000007578	Zfp830	10	67701073	67704523	+	3451	-0.3048	2.2546	-0.865937103	0.406915795	0.891382402	-5.160080535
ENSRNOG00000061782	Tspyl2	X	21439478	21445089	-	5612	-0.2899	4.4015	-1.277404496	0.230454126	0.802453784	-5.160443636
ENSRNOG00000020264	Dhrs1	15	29236522	29243838	-	7317	-0.3077	3.1345	-1.047613632	0.319592453	0.865425204	-5.160711347
ENSRNOG00000012085	Isca2	6	104418454	104420045	+	1592	0.3138	2.8191	0.989480408	0.345874672	0.877533454	-5.161173834
ENSRNOG00000051006	Ufsp1	12	19406142	19407195	+	1054	0.1676	0.6452	0.32726622	0.75024628	0.968416292	-5.161227713
ENSRNOG00000018518	AABR07005779.1	1	182084126	182089317	+	5192	0.3053	2.6237	0.948874293	0.365156632	0.883265301	-5.161621402
ENSRNOG00000004001	Osgepl1	9	48215402	48229388	-	13987	0.2930	3.8131	1.174222146	0.267638627	0.830766641	-5.162395256
ENSRNOG00000011156	Clstn3	4	157331494	157364769	-	33276	0.2591	5.3135	1.385696537	0.196104286	0.773889156	-5.162595944
